group_key,priority,group_size,jp_type,rep_section,rep_index,rep_id_hex,rep_slot,ja,ja_tpl,ja_clean,locks,kr_tpl
って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,120,2,normal,17,215,9856F4EA,text3,\xA8\x80って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,{{L000}}{{L001}}って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,"[""\\xA8"", ""\\x80""]",{{L000}}{{L001}}って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ
は某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう,120,2,normal,17,231,D69E9624,text3,\x8Bは某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう,{{L000}}は某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう,は某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう,"[""\\x8B""]",{{L000}}は某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう
ぬならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,120,2,normal,17,232,DD846870,text3,\x89ぬ<衛士:えじ>ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,{{L000}}ぬ{{L001}}ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,ぬならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,"[""\\x89"", ""<衛士:えじ>""]",{{L000}}ぬ{{L001}}ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ
いうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,120,2,normal,17,242,E0DAE839,text3,\x81\xA6いうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,{{L000}}{{L001}}いうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,いうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,"[""\\x81"", ""\\xA6""]",{{L000}}{{L001}}いうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな
に動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,120,2,normal,17,280,54A82B8D,text3,\x82に動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,{{L000}}に動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,に動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,"[""\\x82""]",{{L000}}に動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている
男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,120,2,normal,17,289,0DDA2292,text3,\x80\x81男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,{{L000}}{{L001}}男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,"[""\\x80"", ""\\x81""]",{{L000}}{{L001}}男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……
ております。ですが、はホノカ様に大変なご恩を受けた身でもあります,120,2,normal,17,307,30F99BDD,text3,\xA3ております。ですが、<私:わたくし>はホノカ様に大変なご恩を受けた身でもあります,{{L000}}ております。ですが、{{L001}}はホノカ様に大変なご恩を受けた身でもあります,ております。ですが、はホノカ様に大変なご恩を受けた身でもあります,"[""\\xA3"", ""<私:わたくし>""]",{{L000}}ております。ですが、{{L001}}はホノカ様に大変なご恩を受けた身でもあります
:もののふ>ノ誉レヲ汚シ、コノニ生キ恥ヲカカセテクレルトハ。,120,2,normal,18,56,2401FDEF,text3,\xBA:もののふ>ノ誉レヲ汚シ、コノ<我:われ>ニ生キ恥ヲカカセテクレルトハ。,{{L000}}:もののふ>ノ誉レヲ汚シ、コノ{{L001}}ニ生キ恥ヲカカセテクレルトハ。,:もののふ>ノ誉レヲ汚シ、コノニ生キ恥ヲカカセテクレルトハ。,"[""\\xBA"", ""<我:われ>""]",{{L000}}:もののふ>ノ誉レヲ汚シ、コノ{{L001}}ニ生キ恥ヲカカセテクレルトハ。
も程があるぞ。 何だこの理不尽な暴力の嵐は、桁が違うどころじゃないぞ……,120,2,normal,18,112,C98AE3B9,text3,\x81\xABも程があるぞ。　何だこの理不尽な暴力の嵐は、桁が違うどころじゃないぞ……,{{L000}}{{L001}}も程があるぞ。　何だこの理不尽な暴力の嵐は、桁が違うどころじゃないぞ……,も程があるぞ。　何だこの理不尽な暴力の嵐は、桁が違うどころじゃないぞ……,"[""\\x81"", ""\\xAB""]",{{L000}}{{L001}}も程があるぞ。　何だこの理不尽な暴力の嵐は、桁が違うどころじゃないぞ……
まさか自分達を逃がす、時間稼ぎの為だけに残ったんじゃないだろうな。,120,2,normal,18,132,D881803E,text3,\x80\x81まさか自分達を逃がす、時間稼ぎの為だけに残ったんじゃないだろうな。,{{L000}}{{L001}}まさか自分達を逃がす、時間稼ぎの為だけに残ったんじゃないだろうな。,まさか自分達を逃がす、時間稼ぎの為だけに残ったんじゃないだろうな。,"[""\\x80"", ""\\x81""]",{{L000}}{{L001}}まさか自分達を逃がす、時間稼ぎの為だけに残ったんじゃないだろうな。
ダ！ ヨ、チカラヲ！ 我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！,120,2,normal,18,149,C848846B,text3,\xA9ダ！　<仮面:アクルカ>ヨ、チカラヲ！　我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！,{{L000}}ダ！　{{L001}}ヨ、チカラヲ！　我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！,ダ！　ヨ、チカラヲ！　我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！,"[""\\xA9"", ""<仮面:アクルカ>""]",{{L000}}ダ！　{{L001}}ヨ、チカラヲ！　我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！
ドで口パクなしにもできます ・・・・ みたいなものとか心の声みたいなものに使用する予定,120,2,normal,18,299,62EBDCEA,text3,"\xB3ドで口パクなしにもできます
・・・・　みたいなものとか心の声みたいなものに使用する予定","{{L000}}ドで口パクなしにもできます
・・・・　みたいなものとか心の声みたいなものに使用する予定","ドで口パクなしにもできます
・・・・　みたいなものとか心の声みたいなものに使用する予定","[""\\xB3""]","{{L000}}ドで口パクなしにもできます
・・・・　みたいなものとか心の声みたいなものに使用する予定"
命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,119,2,normal,8,4,B86B5872,text3,\xB8\x80命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,{{L000}}{{L001}}命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,"[""\\xB8"", ""\\x80""]",{{L000}}{{L001}}命を賭すことになろうと、モズヌはこの手で討ち取って見せよう
ネコネ、ルルティエは内側に！ 、を使うからそれに合わせて！,119,2,normal,13,8,3511F93A,text3,\x80\x81ネコネ、ルルティエは内側に！　<皆:みんな>、<閃光音響弾:目くらまし>を使うからそれに合わせて！,{{L000}}{{L001}}ネコネ、ルルティエは内側に！　{{L002}}、{{L003}}を使うからそれに合わせて！,ネコネ、ルルティエは内側に！　、を使うからそれに合わせて！,"[""\\x80"", ""\\x81"", ""<皆:みんな>"", ""<閃光音響弾:目くらまし>""]",{{L000}}{{L001}}ネコネ、ルルティエは内側に！　{{L002}}、{{L003}}を使うからそれに合わせて！
て問題はへ逃げるかだが……オシュトル、どこか当てはないか？,119,2,normal,17,182,E3DE87FC,text3,\x81\x95て問題は<何処:どこ>へ逃げるかだが……オシュトル、どこか当てはないか？,{{L000}}{{L001}}て問題は{{L002}}へ逃げるかだが……オシュトル、どこか当てはないか？,て問題はへ逃げるかだが……オシュトル、どこか当てはないか？,"[""\\x81"", ""\\x95"", ""<何処:どこ>""]",{{L000}}{{L001}}て問題は{{L002}}へ逃げるかだが……オシュトル、どこか当てはないか？
達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,119,2,normal,17,290,0B5C30C7,text3,\xB3達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,{{L000}}達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,"[""\\xB3""]",{{L000}}達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……
とデコポンポの兵は、まだ都の外で立ち往生しているはずだな,118,3,normal,17,249,8AD8E817,text4,\x82\xA6とデコポンポの兵は、まだ都の外で立ち往生しているはずだな,{{L000}}{{L001}}とデコポンポの兵は、まだ都の外で立ち往生しているはずだな,とデコポンポの兵は、まだ都の外で立ち往生しているはずだな,"[""\\x82"", ""\\xA6""]",{{L000}}{{L001}}とデコポンポの兵は、まだ都の外で立ち往生しているはずだな
けですね。フフッ、あいかわらず面白いことを思いつく御仁だ,118,3,normal,17,257,5FA12B70,text4,\x82\x8Fけですね。フフッ、あいかわらず面白いことを思いつく御仁だ,{{L000}}{{L001}}けですね。フフッ、あいかわらず面白いことを思いつく御仁だ,けですね。フフッ、あいかわらず面白いことを思いつく御仁だ,"[""\\x82"", ""\\x8F""]",{{L000}}{{L001}}けですね。フフッ、あいかわらず面白いことを思いつく御仁だ
す。ですが、はホノカ様に大変なご恩を受けた身でもあります,118,3,normal,17,308,4B58A521,text4,\x81\xBEす。ですが、<私:わたくし>はホノカ様に大変なご恩を受けた身でもあります,{{L000}}{{L001}}す。ですが、{{L002}}はホノカ様に大変なご恩を受けた身でもあります,す。ですが、はホノカ様に大変なご恩を受けた身でもあります,"[""\\x81"", ""\\xBE"", ""<私:わたくし>""]",{{L000}}{{L001}}す。ですが、{{L002}}はホノカ様に大変なご恩を受けた身でもあります
お前達なんかここにいる奴だけで十分じゃんよ！ 野郎共！！,118,2,normal,8,161,D1FBDE9A,text3,\x80\x80お前達なんかここにいる奴だけで十分じゃんよ！　野郎共！！,{{L000}}{{L001}}お前達なんかここにいる奴だけで十分じゃんよ！　野郎共！！,お前達なんかここにいる奴だけで十分じゃんよ！　野郎共！！,"[""\\x80"", ""\\x80""]",{{L000}}{{L001}}お前達なんかここにいる奴だけで十分じゃんよ！　野郎共！！
は、放すです！,117,4,normal,18,11,FA68292D,text3,\xBC\x9F　は、放すです！,{{L000}}{{L001}}　は、放すです！,　は、放すです！,"[""\\xBC"", ""\\x9F""]",{{L000}}{{L001}}　は、放すです！
が>うだけだからな。 くれぐれも声を出したりするなよ。,117,3,normal,18,37,29CDC902,text4,\x81\x8Bが>うだけだからな。　くれぐれも声を出したりするなよ。,{{L000}}{{L001}}が>うだけだからな。　くれぐれも声を出したりするなよ。,が>うだけだからな。　くれぐれも声を出したりするなよ。,"[""\\x81"", ""\\x8B""]",{{L000}}{{L001}}が>うだけだからな。　くれぐれも声を出したりするなよ。
