group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl
コイツらに攻撃される度、肌がヒリヒリする…… なんなんだ、コイツらは？,70,1,normal,98559,98663,"コイツらに攻撃される度、肌がヒリヒリする……
なんなんだ、コイツらは？","コイツらに攻撃される度、肌がヒリヒリする……
なんなんだ、コイツらは？","コイツらに攻撃される度、肌がヒリヒリする……
なんなんだ、コイツらは？",[],"공격받을 때마다 피부가 따가워……
대체 뭐야, 이놈들은?"
汝ら如きでは、我を倒す事はかなわぬ。 邪魔だ……消え失せろ…！,70,1,normal,101851,101943,"汝ら如きでは、我を倒す事はかなわぬ。
邪魔だ……消え失せろ…！","汝ら如きでは、我を倒す事はかなわぬ。
邪魔だ……消え失せろ…！","汝ら如きでは、我を倒す事はかなわぬ。
邪魔だ……消え失せろ…！",[],"너희는 나를 쓰러뜨릴 수 없다.
거슬려…… 사라져라…!"
うひひ♪ こんな楽しそうな戦、 うち、もぅ我慢できへんぇ……！,70,1,normal,102560,102652,"うひひ♪　こんな楽しそうな戦、
うち、もぅ我慢できへんぇ……！","うひひ♪　こんな楽しそうな戦、
うち、もぅ我慢できへんぇ……！","うひひ♪　こんな楽しそうな戦、
うち、もぅ我慢できへんぇ……！",[],"히히♪ 이렇게 재밌어 보이는 싸움,
더는 못 참겠네……!"
大ムカデとか、スライムとか、動く屍体とか、 今までも色んな連中を相手にしたけど……,70,1,normal,103272,103394,"大ムカデとか、スライムとか、動く屍体とか、
今までも色んな連中を相手にしたけど……","大ムカデとか、スライムとか、動く屍体とか、
今までも色んな連中を相手にしたけど……","大ムカデとか、スライムとか、動く屍体とか、
今までも色んな連中を相手にしたけど……",[],"거대 지네, 슬라임, 움직이는 시체...
 별별 놈들을 상대해 왔지만……"
まあ、そう言わんと、ちょっとだけ付きおうてなぁ。 ほんなら、本気でやらせてもらうぇ！,70,1,normal,104410,104535,"まあ、そう言わんと、ちょっとだけ付きおうてなぁ。
ほんなら、本気でやらせてもらうぇ！","まあ、そう言わんと、ちょっとだけ付きおうてなぁ。
ほんなら、本気でやらせてもらうぇ！","まあ、そう言わんと、ちょっとだけ付きおうてなぁ。
ほんなら、本気でやらせてもらうぇ！",[],"뭐, 그렇게 말하지 말고 잠깐만 어울려 주라.
그럼, 진심으로 해 보겠어!"
わかった…… 皆！ 長引けば消耗するだけだ！ 一気に片を付けるぞ！,70,1,normal,105152,105248,"わかった……
皆！　長引けば消耗するだけだ！
一気に片を付けるぞ！","わかった……
皆！　長引けば消耗するだけだ！
一気に片を付けるぞ！","わかった……
皆！　長引けば消耗するだけだ！
一気に片を付けるぞ！",[],"알겠어……
다들! 길어지면 지치기만 한다!
한번에 끝내자!"
軟弱者の出る幕ではないわ！ か弱き女など、遠巻きでさえずっておればよい！,70,1,normal,105615,105722,"軟弱者の出る幕ではないわ！
か弱き女など、遠巻きでさえずっておればよい！","軟弱者の出る幕ではないわ！
か弱き女など、遠巻きでさえずっておればよい！","軟弱者の出る幕ではないわ！
か弱き女など、遠巻きでさえずっておればよい！",[],"약자가 나설 판이 아니야!
가냘픈 여자는 멀찍이서 구경이나 해!"
駄目だ！ 時間を掛ければ相手の思う壺だ！ ここは危険でも、一気に叩かなくては！,70,1,normal,108736,108850,"駄目だ！
時間を掛ければ相手の思う壺だ！
ここは危険でも、一気に叩かなくては！","駄目だ！
時間を掛ければ相手の思う壺だ！
ここは危険でも、一気に叩かなくては！","駄目だ！
時間を掛ければ相手の思う壺だ！
ここは危険でも、一気に叩かなくては！",[],"안 돼!
시간 끌면 상대가 바라는 대로야!
위험해도, 단숨에 가자!"
仮面ヨ！ 我ハサラニ求ム！ 我ガ魂ヲ喰ライテ、天元ヲ超エシ、 天外ノ力ヲ示セッ！！,70,1,normal,110046,110166,"仮面ヨ！　我ハサラニ求ム！
我ガ魂ヲ喰ライテ、天元ヲ超エシ、
天外ノ力ヲ示セッ！！","仮面ヨ！　我ハサラニ求ム！
我ガ魂ヲ喰ライテ、天元ヲ超エシ、
天外ノ力ヲ示セッ！！","仮面ヨ！　我ハサラニ求ム！
我ガ魂ヲ喰ライテ、天元ヲ超エシ、
天外ノ力ヲ示セッ！！",[],"가면이여! 바라노라!
내 혼을 먹고, 천원을 넘어,
천외의 힘을 보여라!!"
チカラダ！ 仮面ヨ、チカラヲ！ 我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！,70,1,normal,110793,110897,"チカラダ！　仮面ヨ、チカラヲ！
我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！","チカラダ！　仮面ヨ、チカラヲ！
我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！","チカラダ！　仮面ヨ、チカラヲ！
我ガ魂魄ヲ喰ライ、チカラヲヨコセィ！！",[],"힘이다! 가면이여, 힘을!
내 혼백을 먹어치우고, 힘을!!"
ほう、先ほどまでの兵とは腕が違いますね。 これは……なかなか楽しめそうです。,70,1,normal,281244,281357,"ほう、先ほどまでの兵とは腕が違いますね。
これは……なかなか楽しめそうです。","ほう、先ほどまでの兵とは腕が違いますね。
これは……なかなか楽しめそうです。","ほう、先ほどまでの兵とは腕が違いますね。
これは……なかなか楽しめそうです。",[],"호오, 기존의 병사들과는 다르군요.
이건…… 꽤 즐길 수 있겠네요."
こいつらの攻撃はまずいな…… みんな！ 無理に近づく必要は無いぞ！,70,1,normal,281534,281632,"こいつらの攻撃はまずいな……
みんな！　無理に近づく必要は無いぞ！","こいつらの攻撃はまずいな……
みんな！　無理に近づく必要は無いぞ！","こいつらの攻撃はまずいな……
みんな！　無理に近づく必要は無いぞ！",[],"이놈들 공격은 위험해……
다들! 무리해서 접근 할 필요 없어!"
ひょっとして私は…… ネコネさんに嫌われているのでしょうか……,70,1,normal,287967,288059,"ひょっとして私は……
ネコネさんに嫌われているのでしょうか……","ひょっとして私は……
ネコネさんに嫌われているのでしょうか……","ひょっとして私は……
ネコネさんに嫌われているのでしょうか……",[],"혹시 저는……
네코네 씨에게 미움받고 있는 걸까요……"
い、いや……それはありがたいんだが、 お前たちは大丈夫なのか？,70,1,normal,289074,289166,"い、いや……それはありがたいんだが、
お前たちは大丈夫なのか？","い、いや……それはありがたいんだが、
お前たちは大丈夫なのか？","い、いや……それはありがたいんだが、
お前たちは大丈夫なのか？",[],"아, 아니…… 그건 고맙긴 한데,
너희는 괜찮은 거야?"
ありがとう、ネコネ。 まだ大丈夫かな。 でも、危なくなったらお願いできる？,70,1,normal,289574,289682,"ありがとう、ネコネ。
まだ大丈夫かな。
でも、危なくなったらお願いできる？","ありがとう、ネコネ。
まだ大丈夫かな。
でも、危なくなったらお願いできる？","ありがとう、ネコネ。
まだ大丈夫かな。
でも、危なくなったらお願いできる？",[],"고마워, 네코네.
아직은 괜찮아.
하지만 위험해지면 부탁해도 될까?"
あ、あれ？ クオンさん……なんか、目が怖くないです…か……？,70,1,normal,290330,290419,"あ、あれ？
クオンさん……なんか、目が怖くないです…か……？","あ、あれ？
クオンさん……なんか、目が怖くないです…か……？","あ、あれ？
クオンさん……なんか、目が怖くないです…か……？",[],"어, 어라?
쿠온 씨…… 뭔가, 눈빛이 무서…운데요……?"
はわぁっ…！！ あ、あのぉ…… それ…少し譲っていただくわけには……,70,1,normal,290833,290932,"はわぁっ…！！
あ、あのぉ……
それ…少し譲っていただくわけには……","はわぁっ…！！
あ、あのぉ……
それ…少し譲っていただくわけには……","はわぁっ…！！
あ、あのぉ……
それ…少し譲っていただくわけには……",[],"하와앗…!!
저, 저기요……
그거… 조금만 양보해 주실 순……"
なぁなぁ、ルルやん。 ルルやんはああいうむさ苦しい、 男の友情？ってのが好きなのけ？,70,1,normal,291167,291290,"なぁなぁ、ルルやん。
ルルやんはああいうむさ苦しい、
男の友情？ってのが好きなのけ？","なぁなぁ、ルルやん。
ルルやんはああいうむさ苦しい、
男の友情？ってのが好きなのけ？","なぁなぁ、ルルやん。
ルルやんはああいうむさ苦しい、
男の友情？ってのが好きなのけ？",[],"어이, 루루야.
너는 저런 답답할 정도의
남자들의 우정? 같은 게 좋은 거야?"
