start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr
0x134F5,79093,107,0,"面倒くさくなったので。
あまり説明することも無いですし、別にいいかなと。",[],"귀찮아졌으니까요.
딱히 설명할 것도 없고, 그냥 됐습니다."
0x13602,79362,88,0,あるだろイロイロと！？　こう、何て言うか……イロイロとだ。,[],"있잖아, 여러 가지가! 그, 뭐랄까…… 여러 가지가!"
0x136E5,79589,94,0,本人でも言い淀むのに、他人にそれを求められても困るです。,[],"본인도 말하기 머뭇거리는데, 남이 그걸 요구해도 곤란합니다."
0x137E3,79843,13,0,ぬぐ……,[],으극……
0x13802,79874,46,0,じゃあ、何て言うか……あれだ。,[],"그럼, 뭐랄까…… 그거다."
0x1387E,79998,113,0,"頼りになるとか、信頼するとか、
もう一人の兄さまのような人だとかだな。",[],"믿음직하다든가, 신뢰한다든가,
또 한 분의 형님 같은 사람이라든가 말이지."
0x139AD,80301,119,0,"心にも思ってないことを言わせる気ですか。
まるで鬼畜のようなヒトを追加するです。",[],"마음에도 없는 소릴 하게 만들 셈입니까.
완전 귀축 같은 사람을 추가하는 겁니다."
0x13BB2,80818,22,0,え、ええと……,[],"어, 어어……"
0x13BE3,80867,43,0,あの……この方は……その……,[],저기…… 이분은…… 그……
0x13C78,81016,107,0,"彼はハク。
一応、私達の……まとめ役、ということになるのかな。",[],"이쪽은 하쿠.
일단 우리들…… 정리하는 역할, 이라고 해야 하나."
0x13D45,81221,101,0,"こう見えて、中々に非凡で面白いヒトなんだ。
共々、よろしくお願いね。",[],"보기와 달리 꽤 비범하고 재미있는 사람이야.
잘 부탁해."
0x13E64,81508,61,0,クオンの言葉にコクコクと肯くルルティエ。,[],쿠온의 말에 루루티에가 연신 끄덕인다.
0x13F00,81664,58,0,まとめ役って……皆さんのですか？,[],정리하는 역할이라니…… 여러분의요?
0x13F7C,81788,115,0,少年は何やら戸惑った感じで自分と、クオン、ルルティエ、ネコネの顔を見比べる。,[],"소년은 어딘가 당황한 듯 내 얼굴과 쿠온, 루루티에, 네코네를 번갈아 본다."
0x1407E,82046,43,0,不本意ですが、そうなるです。,[],마지못해 그렇습니다.
0x1412C,82220,44,0,"ハクだ。
まぁ、よろしく頼む。",[],"하쿠다.
뭐, 잘 부탁한다."
0x14197,82327,64,0,は、はい、こちらこそよろしくお願いします！,[],"네, 네! 저야말로 잘 부탁드립니다!"
0x1422D,82477,52,0,少年が慌てて何度も頭を下げてきた。,[],소년이 허둥지둥 몇 번이나 고개를 숙였다.
0x142C5,82629,67,0,キウル君も、この帝都でいろいろと学ぶために？,[],"키우루 군도, 이 황도에서 이것저것 배우려고?"
0x1436D,82797,79,0,は、はい、やっと祖父からお許しが出まして、今年から。,[],"네, 네! 드디어 조부님 허락을 받아서, 올해부터요."
0x1445A,83034,85,0,てことは、この少年もどこかの豪族の子息って事になるのか。,[],그렇단 건 이 소년도 어딘가 호족의 자제라는 거겠지.
0x14517,83223,19,0,にしては……,[],그런데도……
0x1456F,83311,46,0,チラリと少年の行列を見てみる。,[],힐끗 소년의 행렬 쪽을 바라본다.
0x145EF,83439,95,0,"他の方々と違い装飾もなく、
田舎者みたいで恥ずかしいのですが……",[],"다른 분들과 달리 장식도 없고,
시골뜨기 같아서 부끄럽지만……"
0x14712,83730,128,0,"自分の視線に気づいたらしく、キウルは言った。
が、そう言いつつも恥じている様子は無い。",[],"내 시선을 알아챘는지, 키우루가 말했다.
하지만 그렇게 말하면서도 부끄러워하는 기색은 없다."
0x14852,84050,34,0,実際に田舎者なのです。,[],실제로 시골뜨기입니다.
0x148CB,84171,16,0,あぅ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",아우{{LOCK_AT_DASH}}
0x148F0,84208,110,0,"恥じてる様子は無かったのだが、
キウルはネコネの言葉にがっくりと落ち込む。",[],"부끄러워하는 것 같진 않았지만,
키우루는 네코네의 말에 풀이 죽었다."
0x149CF,84431,52,0,わたしはそっちの方が好きなのです。,[],저는 그쪽이 더 좋은데요.
0x14A54,84564,110,0,"そ、そうですか！
いやぁ、そう言われると田舎者で良かったなぁって思います。",[],"그, 그렇습니까!
그렇게 말해 주시니 시골뜨기여서 다행이라고 생각합니다."
0x14B57,84823,183,0,"今回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。",[],"이번에도 『화려함이 지나치면 추하기만 해. 차분한 게 좋아』
라고 하신 네코네 씨 말을 떠올려서,
그렇게 해 본 거예요."
0x14CF8,85240,46,0,あはは、その甲斐があったなぁ。,[],"하하, 보람이 있었네."
0x14D82,85378,25,0,そう……ですか。,[],그……런가요.
0x14DBD,85437,134,0,"……なんていうか、すごく判りやすいな。
こんな無愛想なチンチクリンが好きとは、物好きだね。",[],"……뭐랄까, 정말 알기 쉽다.
이렇게 무뚝뚝한 꼬맹이를 좋아하다니, 별난 녀석이네."
0x14F10,85776,46,0,まぁ、好みなんて人それぞれか。,[],"뭐, 취향이야 사람마다 다른 거고."
0x150D3,86227,98,0,"慌てた様子でキウルが車に乗り込むと、
停まっていた行列が動き出す。",[],"키우루가 허둥지둥 수레에 올라타자,
멈춰 있던 행렬이 움직이기 시작했다."
0x15315,86805,19,0,失礼します！,[],실례합니다!
0x1534C,86860,98,0,"慌てた様子でキウルが車に乗り込むと、
停まっていた行列が動き出す。",[],"키우루가 허둥지둥 수레에 올라타자,
멈춰 있던 행렬이 움직이기 시작했다."
0x1544E,87118,68,0,"……いい子だね。
素直で明るくて礼儀正しくて。",[],"……착한 아이네.
솔직하고 밝고 예의 바르고."
0x154F7,87287,136,0,ハクもあのくらい……とまでは言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,[],하쿠도 저 정도까진 아니라도…… 딱 조금만이라도 저 애처럼이면 좀 더 귀여움이 있을 텐데?
0x15665,87653,16,0,ほっとけ。,[],참견 마.
0x15692,87698,37,0,それにしても……ふふん。,[],그나저나…… 후훗.
0x156E2,87778,88,0,クオンが笑みを漏らしながら、ネコネの頬をプニプニとつつく。,[],쿠온이 웃음을 흘리며 네코네의 뺨을 말랑말랑 찌른다.
0x1578D,87949,22,0,姉さま？,[],누님?
0x157C3,88003,58,0,ずいぶん、あのコと仲が良さげだったね。,[],"꽤, 저 애랑 사이 좋아 보이던데."
0x15853,88147,55,0,そうです？　別に普通だと思うのです。,[],그래요? 전 그냥 평범하다고 생각하는데요.
0x158ED,88301,119,0,"あんなに熱心に話しかけたりして。
あれは多分……ううん、きっとネコネのことが……",[],"저렇게 열심히 말도 걸고.
저건 아마…… 아니, 분명 네코네를……"
0x15A13,88595,46,0,ね、ルルティエもそう思わない？,[],"그치, 루루티에도 그렇게 생각하지?"
0x15A84,88708,104,0,"はい、何だか温かな気持ちが伝わってくるような……
ポカポカしました……",[],"네, 뭔가 따뜻한 마음이 전해지는 것 같아서……
포근했어요……"
0x15B6D,88941,107,0,"女ってのは色恋沙汰が好きだと相場が決まってるが、
妙に盛り上がってるな。",[],"여자는 연애 얘기 좋아한다는 게 정설이긴 하지만,
유난히 들떠 있네."
0x15C95,89237,130,0,それは違うのです。キウルが話しかけてくるのは、わたしが兄さまの妹だからなのです。,[],"그건 아니에요. 키우루가 말 걸어오는 건, 제가 형님의 여동생이기 때문입니다."
0x15DC6,89542,16,0,それって？,[],그게 무슨 말이야?
0x15E03,89603,134,0,"キウルは兄さまの弟分なのですよ。
兄さまとキウルは兄弟の誓いを結んでいまして。",[],"키우루는 형님의 동생분 같은 사람이에요.
형님과 키우루는 의형제를 맺었거든요."
0x15F3C,89916,142,0,なので妹であるわたしが何時も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,[],"그래서 여동생인 제가 늘 책만 읽는 걸 걱정해서, 자주 말을 걸어오는 겁니다."
0x160C5,90309,107,0,"自分が好きでしていることですから、
気にする必要は無いと言ってるですが。",[],"제가 좋아서 하는 일이니,
신경 쓸 필요 없다고 말하고 있는데요."
0x161D0,90576,95,0,"そう……なんだ。
ちなみにネコネは彼のこと、どう……思ってるの？",[],"그……렇구나.
그럼 네코네는 그 애를, 어떻게…… 생각해?"
0x16292,90770,22,0,わたしですか？,[],저요?
0x162B6,90806,152,0,"未熟、金魚の糞、世話の焼ける、詰めが甘い、泣き虫、
精神的に脆い、努力は認める、才能はあるのに、",[],"미숙, 껌딱지, 손이 많이 가는, 마무리가 허술한, 울보,
정신적으로 약한, 노력은 인정, 재능은 있는데,"
0x1642E,91182,95,0,"あきらめが肝心、美的感覚が無い、
素朴なのと雅とを履き違えてる。",[],"포기할 줄도 알아야 함, 미적 감각이 없음,
소박함과 우아함을 착각하고 있음."
0x1653E,91454,82,0,うーん、まだありますが、取りあえずそんな感じなのです。,[],"음…… 아직 더 있지만, 일단은 그런 느낌입니다."
0x165E3,91619,28,0,……無茶苦茶だな。,[],……너무하네.
0x16651,91729,22,0,姉さま？,[],누님?
0x166AE,91822,25,0,ルルティエさま？,[],루루티에 님?
0x166EC,91884,34,0,えっ？　あ……その……,[],어? 아…… 그……
0x1673A,91962,43,0,あぁ……うん、何て言うか……,[],"아…… 응, 뭐랄까……"
0x167AA,92074,70,0,もしかして、彼のこと迷惑に思ってたりなんて……,[],"혹시, 그 애를 귀찮아한다거나……?"
0x16851,92241,89,0,"意味がよく判らないです。
何故、迷惑に思う必要があるですか？",[],"무슨 말인지 잘 모르겠어요.
왜 귀찮아할 필요가 있죠?"
0x16989,92553,28,0,どうかしたですか？,[],무슨 일 있어요?
0x169D7,92631,49,0,あ～……ううん、何でもないかな。,[],"아~…… 아니, 아무것도 아니야."
0x16A3A,92730,31,0,は、はい、何でも……,[],"네, 아무것도……"
0x16A8E,92814,52,0,迷惑とすら思われていなかったのか。,[],귀찮다고 생각하는 수준도 아니었던 건가.
0x16B1B,92955,16,0,不憫な……,[],불쌍한……
0x16B45,92997,61,0,去りゆく一行を振り返り、そっと涙した……,[],"떠나가는 행렬을 돌아보며, 조용히 눈물을 훔쳤다……"
0x17628,95784,64,0,特にあてもなく、市場通りをぶらぶらと歩く。,[],딱히 목적도 없이 시장 거리를 어슬렁거린다.
0x177D7,96215,85,0,まあ、焦ったところで良い人材が見つかるとは限らないしな。,[],"뭐, 서두른다고 좋은 인재가 바로 나오는 것도 아니고."
0x178BA,96442,34,0,モフモフ、ムグムグ……,[],"모후모후, 무그무그……"
0x178FA,96506,88,0,ふ～む、アマムの粉を練った生地を発酵させ蒸したものらしいが,[],"흠, 아맘 가루를 반죽해 발효시킨 뒤 쪄낸 거라는데."
0x179D1,96721,142,0,ふっくらとしてて、微かな甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,[],폭신하고 은근한 단맛에 절묘한 쫀득함…… 인재 찾기보다 맛있는 것 찾는 성과가 더 좋네.
0x17B27,97063,43,0,そこのカッコイイおにーさん。,[],거기 멋진 오빠.
0x17B79,97145,19,0,{{LOCK_AT_DASH}}うん？,"[""{{LOCK_AT_DASH}}""]",{{LOCK_AT_DASH}}응?
0x17BA9,97193,107,0,"振り返るとそこには、
ほんわかとした雰囲気の少女がこちらを見つめていた。",[],"뒤돌아보니,
포근한 분위기의 소녀가 이쪽을 바라보고 있었다."
0x17DB5,97717,88,0,……コ、コイツ、可愛い顔してサラリと酷いこと呟きやがった。,[],"……이, 이 녀석, 얼굴은 귀엽게 생겨 놓고 툭 내뱉는 말이 너무한데."
0x17EB8,97976,76,0,本気でそう思ったらしく、ガッカリ感を漂わせてる……,[],"진심으로 그렇게 생각한 모양인지, 실망한 기색이 역력하다……"
0x180AB,98475,110,0,"しかも、そのまま普通に語りかけてくるって……
まったく悪気が無いっぽい！？",[],"게다가 그 상태로 아무렇지 않게 말을 걸다니……
악의가 전혀 없는 것 같은데!?"
0x181C1,98753,109,0,この『帝都百選』に載ってる白楼閣って名の旅籠屋、どこか知らん？,[],"이 『황도 백선』에 실린 백루각이라는 여관, 어디 있는지 알아?"
0x182D4,99028,13,0,白楼閣？,[],백루각?
0x18308,99080,70,0,この辺で白楼閣っていうと……あそこしかないか。,[],이 근처에서 백루각이라면…… 거기뿐이겠네.
0x183D9,99289,52,0,ああ、知ってると言えば知ってるな。,[],"아, 알고 있냐고 하면 알고는 있지."
0x1844B,99403,98,0,"ホントけ？
なあなあ、良かったらどう行ったらいいか教えてくれへん？",[],"진짜야?
저기저기, 괜찮으면 어떻게 가면 되는지 알려줄래?"
0x18521,99617,37,0,ああ、この大通りを{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","아, 이 큰길을{{LOCK_AT_DASH}}"
