start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr,,
0x7923,31011,22,1,對，結束了……,[],"응, 끝났어……",,
0x7954,31060,28,1,………ハァ、疲れた,[],"………하아, 피곤해.",,
0x7973,31091,104,7,"ハク殿、やったでおじゃるか！？
マロ達、死なないですむでおじゃるか！？",[],"하쿠님, 해냈사옵니까!?
저희, 죽지 않고 끝난 것이옵니까!?",,
0x7A75,31349,104,6,"ああ、これで終わりだ。
だからそんなに引っ付くな、鬱陶しい。",[],"그래, 이걸로 끝이다.
그러니까 그렇게 들러붙지 마, 귀찮아.",,
0x7B61,31585,82,5,やったでおじゃる、マロ達はやったでおじゃるよ、ハク殿！,[],"해냈사옵니다, 저희가 해냈사옵니다요, 하쿠님!",,
0x7C20,31776,49,3,いや、分かったから離れてくれ……,[],"그래, 알았으니 좀 떨어져 줘……",,
0x7CA7,31911,143,16,"それじゃあハク、帰ろっか。　戻ったら宴が待ってるから。
お酒にご馳走、あとはやっぱりお風呂もね。",[],"그럼 하쿠, 돌아가자. 돌아가면 연회가 기다리고 있으니까.
술이랑 진수성찬, 그리고 역시 목욕도 말이야.",,
0x7E05,32261,91,5,クオンの一言が、満身創痍のみんなに生きてることを実感させた。,[],"그 말이, 만신창이가 된 모두에게 ‘살았다’는 실감을 안겨 줬다.",,
0x7F1A,32538,97,6,歓喜の声が広がっていき、それは勝鬨へと変わっていった。,[],"환희의 목소리가 퍼져 나가더니, 이내 승리의 함성으로 바뀌어 갔다.",,
0x8A94,35476,128,7,"布を被った謎の二人組や、
辺境の姫君であるルルティエとの出会いもあり、一行の旅は続く。",[],"천을 뒤집어쓴 두 사람과,
변방의 공주 루루티에와 만나, 일행의 여행은 계속된다.",,
0x8BEE,35822,125,10,"道中、ノスリとモズヌが率いる山賊に襲撃を受け、
帝への献上品をすべて奪われてしまう。",[],"여행중 노스리와 모즈누의 산적단에 습격을 받아,
황제께 바칠 헌상품을 전부 빼앗기고 만다.",,
0x8ED2,36562,158,6,"一方、その場に残りルルティエを守る役を請け負ったハクは、
楽な仕事とばかりに呑気にくつろいでいたのだが……",[],"한편, 그 자리에 남아 루루티에를 지키는 역할을 맡은 하쿠는,
편한 일이라며 태평하게 쉬고 있었는데……",,
0x91DE,37342,149,7,"やがて遠くから、何かが激しくぶつかり合うような音と、
大勢の男達のあげる鬨の声が聞こえてきた。",[],"이윽고 멀리서 무언가가 격렬하게 부딪치는 듯한 소리와,
수많은 사내들이 지르는 함성이 들려 왔다.",,
0x936E,37742,79,1,音の大きさから察して、戦いはかなりの規模みたいだな。,[],"소리 크기만 봐도, 전투 규모가 꽤 큰 모양이군.",,
0x95E4,38372,100,44,あ……はい。本当にごめんなさい。こんなことに巻き込んでしまって……,[],아…… 네. 정말 죄송합니다. 이런 일에 휘말리게 해 버려서……,,
0x96E6,38630,103,5,あの合戦に駆り出されなくてすむんだ。こっちの方が断然マシというものだ,[],저 싸움에 끌려가지 않아도 되잖아. 이쪽이 훨씬 낫지.,,
0x9750,38736,124,2,しかも、ウコン直々の頼みだからな。気兼ねすること無く、こうして高みの見物でいられる,[],게다가 우콘이 직접 부탁한 일이니까. 신경 쓸 것도 없이 이렇게 편하게 구경할 수 있고.,,
0x97CF,38863,76,5,ルルティエの方こそ怖かっただろうに。大丈夫なのか？,[],루루티에야말로 무서웠겠지. 괜찮아?,,
0x98B0,39088,85,5,クオン様がいてくれましたし……も、もちろん、ハク様も……,[],"쿠온 님이 함께 계셔 주셨으니까요…… 그, 물론 하쿠 님도……",,
0x99C7,39367,64,5,そ、そんな……っ！　お姫様なんて、私は……,[],"그, 그런……! 공주님이라니, 저는……",,
0x9AEB,39659,145,4,ああ。もしウコン達に同行しないで、クオンと二人で旅をしていたとしても、やはりこの道は通ったはずだ,[],"그래. 만약 우콘 일행과 동행하지 않고 쿠온과 둘이서 여행하고 있었어도, 어차피 이 길은 지나갔을 거다.",,
0x9BC8,39880,97,4,そうなった時、今みたいに無事に切り抜けられたかどうか判らんからな,[],그랬을 때 지금처럼 무사히 빠져나올 수 있었을지는 장담 못 하니까.,,
0x9CAB,40107,91,5,山賊達の信頼を得るために、あえて……って可能性もないではない,[],산적들의 신뢰를 위해 일부러…… 그랬을 가능성도 아예 없진 않지.,,
0x9DD1,40401,64,4,マロ達とハク殿は、一蓮托生の仲でおじゃるよ,[],저희와 하쿠님은 한배를 탄 사이이옵니다요.,,
0x9E7E,40574,148,3,何を言うでおじゃる。ハク殿を残して行くのが心配で、ウコン殿に頼んでここに残してもらったでおじゃるよ,[],"무슨 소리이옵니까. 하쿠님을 두고 가는 게 걱정돼서, 우콘님께 부탁드려 여기 남게 해 달라 한 것이옵니다.",,
0x9FE5,40933,76,7,しかし、あの時は心臓が止まるかと思ったでおじゃるよ,[],하지만 그때는 심장이 멎는 줄 알았사옵니다요.,,
0xA0D7,41175,43,3,これで本当に役立つのか……？,[],이게 도움이 되는 건가……?,,
0xA1B7,41399,94,3,仕方ないかな。こういうのは相手に勘付かれたらそこでお終いだから,[],어쩔 수 없지. 이런 건 상대가 눈치채는 순간 끝이니까.,,
0xA2E5,41701,145,3,クソがッ！　ったく、見張りは何をしてやがったんだよォ！　あの隠れ家がバレるはずはねぇってのにヨ！,[],젠장! 도대체 보초는 뭘 하고 처먹은 거야! 그 아지트가 들킬 리가 없는데도 말이야!,,
0xA3FF,41983,178,4,お頭が悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？,[],"두목이 멍청한 거죠~? 그 여자가 두목 취향이라고 해도, 덥석 믿어버리니까…… 어차피 그 가슴이 목적이었잖아요?",,
0xA4B4,42164,118,3,うるっせェな仕方ねェだろバカ、おめェらだって見たろあの乳！　ありゃ反則じゃん！,[],"시끄럽다, 어쩔 수 없잖아, 이 자식아! 너희도 봤잖아, 그 가슴! 그건 반칙이잖아!",,
0xA6F6,42742,31,4,な、何でおじゃる！？,[],"뭐, 뭐란 말이옵니까!?",,
0xA8BF,43199,107,3,"へヘッ、馬鹿かオメエは。
こんな奴等、蹴散らしちまえばいい話じゃねえの。",[],"헤헤, 너 바보냐.
이런 놈들, 쓸어버리면 그만이잖아.",,
0xA9AE,43438,104,7,"しかも、コイツはとんだ土産が出来たぜ。
飛んで火に入る何とやらじゃん。",[],"게다가 이건 웬 떡 같은 선물까지 굴러들어왔네.
불나방이 따로 없잖아.",,
0xAAE1,43745,64,2,ウヒェヒヒヒヒ、たっぷり可愛がってやんよ。,[],"우히히히히, 실컷 귀여워해 줄게.",,
0xACF6,44278,49,3,コカコココココ……コルルルル……,[],코카코코코코…… 코르르르르……,,
0xADD0,44496,70,2,おねがいです……そこの方達……逃げて下さい……,[],부탁입니다…… 그쪽 분들…… 도망쳐 주세요……,,
0xAED0,44752,55,3,ヘッ、そんな脅し、通用するとでも……,[],"흥, 그런 협박이 통할 거라 생각하나……",,
0xAFB9,44985,188,3,"モズヌ一家を討ち倒したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。",[],"모즈누 일가를 쓰러뜨린 하쿠 일행은 야마토의 장수, 오슈토르와 만난다.
그가 내뿜는 청렴한 위엄은, 실로 큰 인물을 느끼게 하는 것이었다.",,
0xB367,45927,185,9,"オシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。",[],"오슈토르의 귀환을 기다리고 있던 것은, 사랑스러운 여동생 네코네.
그녀는 어린 외모와는 달리, 최연소로 전시에 합격한 재원이었다.",,
0xB5F2,46578,103,3,無頼の徒ウコンは、かの右近衛大将オシュトルが世を忍ぶ仮の姿であった。,[],"우콘은, 정체를 숨긴 우근위대장 오슈토르의 가짜 신분이었다.",,
0xCBE5,52197,31,2,ルルティエ、大丈夫？,[],"루루티에, 괜찮아?",,
0xCCF0,52464,58,2,この時期は、いつもこんな感じなのです。,[],"이 시기엔, 늘 이런 느낌이에요.",,
0xCED4,52948,162,5,"そう言ってネコネが通りの方を向くと、
何やら派手な飾り付けをした行列が
陽気な楽を鳴らしながら練り歩いてきた。",[],"그렇게 말하며 네코네가 거리 쪽을 바라보자,
화려하게 장식한 행렬이
흥겨운 음악을 울리며 행진해 오고 있었다.",,
0xD07D,53373,149,2,"金銀のきらびやかな装飾の施された、大きな車。
その後にも同じように飾られた荷車がいくつも続いている。",[],"금은으로 번쩍이는 장식이 달린 큰 수레.
그 뒤에도 비슷하게 꾸며진 짐수레가 여러 대 이어지고 있다.",,
0xD1D4,53716,170,6,"もうすぐ姫殿下の聖誕祭があるです。
その祝儀のため、諸国より皇や貴族の子息達が、帝都に上京してくるです。",[],"곧 공주님의 성탄제가 있거든요.
그 축하를 위해, 여러 나라에서 황족이나 귀족의 자제들이 황도로 올라오는 거예요.",,
0xD9DF,55775,110,2,"この帝都、いえヤマトには姫殿下に命を捧げている者が、
ごまんと居るのです。",[],"황도, 아니 야마토에는 공주님께 목숨을 바치려는 자가,
셀 수 없이 많답니다.",,
0xDECD,57037,73,2,いや、何だかんだ言って心配してくれたんだな、と。,[],"그래도 어쩐지, 결국 걱정해 준 거구나 싶어서.",,
0xE0E1,57569,49,3,ホントに……脅しじゃ無いのね……,[],정말로…… 협박이 아니었네요……,,
0xEDE8,60904,125,3,"世継ぎなどをお膝元に置くことで、必要な知識を学ばせること。
忠誠心を植え付けること。",[],"후계자 같은 이들을 곁에 두고 필요한 지식을 배우게 하는 것.
충성심을 심어 주는 것.",,
0xF26B,62059,91,1,ネコネがチラリとこっち見て、フフンと自慢げな笑みを浮かべる。,[],"네코네가 이쪽을 보고는, 흐흥 하고 자랑스러운 미소를 지었다.",,
0xFBCF,64463,137,1,"話からしてルルティエもこの連中と同じ上京組のようだが、
コレと比べたらすごく地味というか……",[],"들어 보니 루루티에도 이 사람들과 같은 ‘상경조’인 모양인데,
이쪽에 비하면 엄청 수수하달까……",,
0xFFA5,65445,119,7390,"さらに都のヒト達はお祭好きが多く、
こういった行列に拍車をかけてしまってるです。",[],"게다가 도성 사람들은 축제를 좋아하는 이가 많아서,
이런 행렬이 더 과열되는 거예요.",,
0x10193,65939,116,1,"遠方の有力者にしてみれば少しでも名を売りたいから、
力が入るのも無理ないかな。",[],"지방 유지들 입장에선 어떻게든 이름을 알리고 싶을 테니,
저러는 것도 당연하겠지.",,
0x102BF,66239,119,1,"わたしは、こういったのはあまり好きでは無いです。
見苦しいですし騒がしいのです。",[],"저는 이런 건 별로 좋아하지 않아요.
보기 흉하고 시끄럽기도 하고요.",,
0x103C9,66505,95,5,"中には見栄を張って、
分不相応に飾り付けたりする者もいるですよ。",[],"중엔 허세를 부려서,
분수에 안 맞게 치장하는 사람도 있답니다.",,
0x104C1,66753,143,1,"その為に普段は爪に火をともすような生活をしている家も
あるとか。　本末転倒もいいところなのです。",[],"그 때문에 평소엔 손톱에 불 켜듯 아껴 사는 집도
있다더군요. 본말전도도 이런 본말전도가 없어요.",,
0x109A3,68003,125,1,"前の行列が派手すぎて地味に感じる、
ということにしてやりたいが、それにしても地味だ。",[],"앞의 행렬에 비해 상대적으로 수수해 보인다
라고 해 주고 싶지만, 그래도 너무 수수하다.",,
0x10CB8,68792,110,1,"しかしこの行列の車には、
そういったものがほとんど施されていない。",[],"하지만 이 행렬의 수레에는,
그런 장식이 거의 되어 있지 않다.",,
0x10DA7,69031,127,4,質実剛健と言えば聞こえはいいが、下手すると農作業をする時に使う荷車にも見えてしまう。,[],"소박하다고 하면 그럴듯하지만, 자칫하면 농사일 할 때 쓰는 짐수레로도 보일 지경이다.",,
0x10EEC,69356,49,1,さすがに汚れてたりはしてないか。,[],그래도 설마 때가 묻어 있진 않겠지.,,
0x10F69,69481,161,1,"行列を眺めていた者達も見ていてつまらなくなったのだろう、
興味を無くしたようにそれぞれの仕事に戻っていった。",[],"행렬을 구경하던 사람들도 재미가 없어졌는지,
흥미를 잃은 듯 각자 일로 돌아가 버렸다.",,
0x12ECE,77518,95,1,"あっ……いえ何でも。
こちらこそ、今後ともよろしくお願いします。",[],"아…… 아무것도.
저야말로, 앞으로도 잘 부탁드립니다.",,
0x13AE5,80613,67,1,ぬぐぐ、心底嫌そうに顔を顰めやがった。,[],"으득, 진심으로 싫다는 듯 얼굴을 찌푸리네.",,
0x14F86,85894,164,2,"それはいいのですが、そろそろ移動した方がいいのです。
いつまでもそこで立ち止まってると、周りの迷惑になるです。",[],"그건 그렇다 치고, 슬슬 이동하는 게 좋겠어요.
계속 여기 서 있으면 주변에 민폐가 되거든요.",,
0x151DC,86492,143,1,"あっ{{LOCK_AT_DASH}}！？　いけない、長々と申し訳ありません。
後ほど挨拶にうかがいますので、それではまた。","[""{{LOCK_AT_DASH}}""]","아{{LOCK_AT_DASH}}!? 큰일이네, 오래 잡아 둬서 죄송합니다.
나중에 인사드리러 갈 테니, 그럼 또 뵙겠습니다.",,
0x176C9,95945,109,1,本来なら、ウコンに頼まれた例の件で仲間集めをしなければいけないのだが……,[],원래라면 우콘에게 부탁받은 그 건으로 동료를 모아야 하는데……,,
0x17CB3,97459,82,1,あやや、後ろ姿は格好良かったのに、前からは残念賞や……,[],"아야야, 뒷모습은 멋있었는데 정면은 아쉽구만……",,
0x17F9A,98202,122,2,"まぁ、ええか。　なぁなぁおにーさん。
ちょっと道を尋ねたいんやけど、いいけ？",[],"뭐, 됐지 뭐. 저기요, 오빠.
길 좀 물어보려는데 괜찮아요?",,
0x18EFD,102141,59,2,"ハクはんって言うんや。
いい名前やえ～。",[],"하쿠 씨라 부르겠어요.
좋은 이름이네요~.",,
0x18FAF,102319,131,5,"名前を褒められたのは初めてだな。
名付けたクオンが褒めるだけだからかなり怪しかったが……",[],"이름을 칭찬받아 본 건 처음이네.
지어 준 쿠온이 칭찬하는 것뿐이라 꽤 수상하긴 했지만……",,
0x1B2F0,111344,125,1,"こっちにして正解やったなぁ。
とと様が用意してくれた屋敷よりも、楽しくなりそうやぇ。",[],"이쪽으로 오길 잘했네요.
아버님이 마련해 주신 저택보다 훨씬 재미있을 것 같아요~.",,
0x1BF86,114566,137,2,"もしかして、アレなん？　クオンはんとおにーさん、ひょっとして……
恋人同士だったりするんけ？",[],"혹시 그거예요? 쿠온 씨랑 오빠, 혹시……
연인 사이 같은 거예요?",,
