group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl,kr_tpl_encoded,kr_detok_from_cat,kr_detok_from_cat_encoded,has_kr
民を護る為、小生、 悪鬼羅刹となりて、阻むものを蹴散らさん。,70,1,normal,77151,77240,"民を護る為、小生、
悪鬼羅刹となりて、阻むものを蹴散らさん。","民を護る為、小生、
悪鬼羅刹となりて、阻むものを蹴散らさん。","民を護る為、小生、
悪鬼羅刹となりて、阻むものを蹴散らさん。",[],"백성을　위해,　소생,
악귀나찰이　되어,　　쓸어버리리다.","岸椅逢　仮井,　怨絵,
狂牛詠紅挨　憶羽,　　識羽丸以以愛.","백성을　위해,　소생,
악귀나찰이　되어,　　쓸어버리리다.","岸椅逢　仮井,　怨絵,
狂牛詠紅挨　憶羽,　　識羽丸以以愛.",1
くっ、なにをやっておるのだ！？ ええい、逃げ戻るものに命は不要！！ 重兵！ つき進め！！,70,1,normal,77879,78008,"くっ、なにをやっておるのだ！？
ええい、逃げ戻るものに命は不要！！
重兵！　つき進め！！","くっ、なにをやっておるのだ！？
ええい、逃げ戻るものに命は不要！！
重兵！　つき進め！！","くっ、なにをやっておるのだ！？
ええい、逃げ戻るものに命は不要！！
重兵！　つき進め！！",[],"큭,　뭐　하는　거냐!?
도망자에겐　목숨　따위　필요　없다!!
중병!　진격하라!!","捲,　志　圧位　過主!?
雨供一綾授　乙侠　胸仮　犠俄　緩愛!!
塩液!　円案圧悪!!","큭,　뭐　하는　거냐!?
도망자에겐　목숨　따위　필요　없다!!
중병!　진격하라!!","捲,　志　圧位　過主!?
雨供一綾授　乙侠　胸仮　犠俄　緩愛!!
塩液!　円案圧悪!!",1
（この者の目…… 既に決死の覚悟の上、 この戦いに臨んでいる……）,70,1,normal,78220,78322,"（この者の目……
　既に決死の覚悟の上、
　この戦いに臨んでいる……）","（この者の目……
　既に決死の覚悟の上、
　この戦いに臨んでいる……）","（この者の目……
　既に決死の覚悟の上、
　この戦いに臨んでいる……）",[],"(이　자의　눈……
결사의　각오로,
이　싸움에　임하고　있다……)","(挨　一哀　欠……
魁為哀　回遺偉,
挨　係弓綾　宇圧渦　英愛……)","(이　자의　눈……
결사의　각오로,
이　싸움에　임하고　있다……)","(挨　一哀　欠……
魁為哀　回遺偉,
挨　係弓綾　宇圧渦　英愛……)",1
ならば応えねばなるまい…… 某の全身全霊をもって、お相手致す……！,70,1,normal,78494,78592,"ならば応えねばなるまい……
某の全身全霊をもって、お相手致す……！","ならば応えねばなるまい……
某の全身全霊をもって、お相手致す……！","ならば応えねばなるまい……
某の全身全霊をもって、お相手致す……！",[],"그렇다면　응해야겠지……
나의　전력을　다해　상대해　주마……!","加紹愛延　困井因間移……
詠哀　鋭威逢　愛井　姐域井　遠維……!","그렇다면　응해야겠지……
나의　전력을　다해　상대해　주마……!","加紹愛延　困井因間移……
詠哀　鋭威逢　愛井　姐域井　遠維……!",1
数多くの同胞が散った…… されど、この信念は未だ揺るぐことはない。,70,1,normal,78744,78842,"数多くの同胞が散った……
されど、この信念は未だ揺るぐことはない。","数多くの同胞が散った……
されど、この信念は未だ揺るぐことはない。","数多くの同胞が散った……
されど、この信念は未だ揺るぐことはない。",[],"수많은　동포가　쓰러졌다……
허나　이　신념은　흔들리지　않는다.","衣驚宴　栄海安　飴暗塞愛……
降詠　挨　縁旦宴　昇塊以移　慣位愛.","수많은　동포가　쓰러졌다……
허나　이　신념은　흔들리지　않는다.","衣驚宴　栄海安　飴暗塞愛……
降詠　挨　縁旦宴　昇塊以移　慣位愛.",1
皇の元に再び集い、 ウズールッシャは必ずや復活する！ そして、この地を取り戻す！！,70,1,normal,78970,79090,"皇の元に再び集い、
ウズールッシャは必ずや復活する！
そして、この地を取り戻す！！","皇の元に再び集い、
ウズールッシャは必ずや復活する！
そして、この地を取り戻す！！","皇の元に再び集い、
ウズールッシャは必ずや復活する！
そして、この地を取り戻す！！",[],"황제의　곁에서,
우즈울샤는　반드시　부활한다!
그리고　이　땅을　되찾겠다!!","既応哀　障綾溢,
員運怪家位　欺割畏　噂吉易愛!
加以渦　挨　公逢　憶競間愛!!","황제의　곁에서,
우즈울샤는　반드시　부활한다!
그리고　이　땅을　되찾겠다!!","既応哀　障綾溢,
員運怪家位　欺割畏　噂吉易愛!
加以渦　挨　公逢　憶競間愛!!",1
ムッ…！？ 耐えるか……！ 敵ながら凄まじい闘気…… しかし、譲るわけにはいかぬ！ 参られよ！！,70,1,normal,79383,79524,"ムッ…！？　耐えるか……！
敵ながら凄まじい闘気……
しかし、譲るわけにはいかぬ！　参られよ！！","ムッ…！？　耐えるか……！
敵ながら凄まじい闘気……
しかし、譲るわけにはいかぬ！　参られよ！！","ムッ…！？　耐えるか……！
敵ながら凄まじい闘気……
しかし、譲るわけにはいかぬ！　参られよ！！",[],"뭣…!?　버텨내는가……!
적이지만　엄청난　투기……
하지만　양보할　수는　없다!　덤벼라!!","復…!?　丸傾笠位安……!
印挨移菓　剛逆鎌　凹握……
圧移菓　感永横　衣位　緩愛!　才山悪!!","뭣…!?　버텨내는가……!
적이지만　엄청난　투기……
하지만　양보할　수는　없다!　덤벼라!!","復…!?　丸傾笠位安……!
印挨移菓　剛逆鎌　凹握……
圧移菓　感永横　衣位　緩愛!　才山悪!!",1
ここからだ……！ 我はウズールッシャの戦士ゼグニ！ 渾身の力をもって、貴様を討つ！！,70,1,normal,79755,79878,"ここからだ……！
我はウズールッシャの戦士ゼグニ！
渾身の力をもって、貴様を討つ！！","ここからだ……！
我はウズールッシャの戦士ゼグニ！
渾身の力をもって、貴様を討つ！！","ここからだ……！
我はウズールッシャの戦士ゼグニ！
渾身の力をもって、貴様を討つ！！",[],"지금부터다……!
나는　우즈울샤의　전사　제그니!
전력으로,　네놈을　쓰러뜨리겠다!!","移崖噂会愛……!
詠位　員運怪家哀　鋭為　応加依!
鋭威園偉,　拐雇逢　飴暗囲以間愛!!","지금부터다……!
나는　우즈울샤의　전사　제그니!
전력으로,　네놈을　쓰러뜨리겠다!!","移崖噂会愛……!
詠位　員運怪家哀　鋭為　応加依!
鋭威園偉,　拐雇逢　飴暗囲以間愛!!",1
負けるわけにはいかぬ！ 右近衛大将オシュトル！ いざ参る！！,70,1,normal,80072,80161,"負けるわけにはいかぬ！
右近衛大将オシュトル！　いざ参る！！","負けるわけにはいかぬ！
右近衛大将オシュトル！　いざ参る！！","負けるわけにはいかぬ！
右近衛大将オシュトル！　いざ参る！！",[],"질　수는　없다!
우근위대장　오슈토르!　자,　간다!!","記　衣位　緩愛!
員恭仮域壱　遺巨謁押!　一,　衛愛!!","질　수는　없다!
우근위대장　오슈토르!　자,　간다!!","記　衣位　緩愛!
員恭仮域壱　遺巨謁押!　一,　衛愛!!",1
ちょっと、寝覚めがわるかっただけだ…… ま、なんとか戦えるだろ……,70,1,normal,81200,81298,"ちょっと、寝覚めがわるかっただけだ……
ま、なんとか戦えるだろ……","ちょっと、寝覚めがわるかっただけだ……
ま、なんとか戦えるだろ……","ちょっと、寝覚めがわるかっただけだ……
ま、なんとか戦えるだろ……",[],"그냥　잠이　좀　덜　깼어……
뭐,　어떻게든　싸울　수　있겠지……","加糸　袈挨　死　偵　旋羽……
志,　羽諸映管　係怪　衣　英間移……","그냥　잠이　좀　덜　깼어……
뭐,　어떻게든　싸울　수　있겠지……","加糸　袈挨　死　偵　旋羽……
志,　羽諸映管　係怪　衣　英間移……",1
色々と悩む所もあるだろうけど…… 今は生き延びる事を優先してほしいかな。,70,1,normal,82767,82874,"色々と悩む所もあるだろうけど……
今は生き延びる事を優先してほしいかな。","色々と悩む所もあるだろうけど……
今は生き延びる事を優先してほしいかな。","色々と悩む所もあるだろうけど……
今は生き延びる事を優先してほしいかな。",[],"여러모로　고민이　많겠지만…
지금은　살아남는　걸　우선해　줬으면　해.","各暗逸偉　渦雌挨　驚間移菓…
移崖宴　輝違窮位　嫌　員快井　鴎園延　井.","여러모로　고민이　많겠지만…
지금은　살아남는　걸　우선해　줬으면　해.","各暗逸偉　渦雌挨　驚間移菓…
移崖宴　輝違窮位　嫌　員快井　鴎園延　井.",1
クソ……！ ただでさえ厄介なのに…… こんな大きくなったら手がつけられないぞ！,70,1,normal,83120,83234,"クソ……！
ただでさえ厄介なのに……
こんな大きくなったら手がつけられないぞ！","クソ……！
ただでさえ厄介なのに……
こんな大きくなったら手がつけられないぞ！","クソ……！
ただでさえ厄介なのに……
こんな大きくなったら手がつけられないぞ！",[],"젠장……!
원래도　성가신데……
이렇게　커져　버리면　손쓸　수가　없잖아!","搾壱……!
活吃雨　椅安縁戒……
挨紹映　久玄　丸以延　橋識　衣安　緩芋違!","젠장……!
원래도　성가신데……
이렇게　커져　버리면　손쓸　수가　없잖아!","搾壱……!
活吃雨　椅安縁戒……
挨紹映　久玄　丸以延　橋識　衣安　緩芋違!",1
目的はあくまで管の破壊だ。 無理に戦って、身を危険に晒す必要はないぞ！,70,1,normal,85215,85319,"目的はあくまで管の破壊だ。
無理に戦って、身を危険に晒す必要はないぞ！","目的はあくまで管の破壊だ。
無理に戦って、身を危険に晒す必要はないぞ！","目的はあくまで管の破壊だ。
無理に戦って、身を危険に晒す必要はないぞ！",[],"목표는　어디까지나　관의　파괴.
무리해서　위험한　일　할　필요　없어!","乙往位　羽喜垣移詠　遣哀　窺泣.
異以井溢　仮境易　泳　横　犠俄　緩羽!","목표는　어디까지나　관의　파괴.
무리해서　위험한　일　할　필요　없어!","乙往位　羽喜垣移詠　遣哀　窺泣.
異以井溢　仮境易　泳　横　犠俄　緩羽!",1
